"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201602","12995","삼성로_D","14","","2","","","1","","","","","","","","","","","","","","2"
"201602","13305","서초대로24길","6","","1","","","1","","","","","","","","","","","","","","3"
"201602","13146","여의대방로22길","9","3","","","","","","","","","","","","","","","","","","5"
"201602","13060","상도로_C","44","","1","","","7","","","","","","","1","","","","","","",""
"201602","13453","바우뫼로_B","10","","","","","1","","","","","","","","","","","","","","7"
"201602","12708","녹사평대로","15","","4","","","2","","","","","","","","","","","","","","5"
"201602","13435","양재천로","8","","1","","","1","","","","","","","","","","","","","","3"
"201602","13272","시흥대로_B","12","","1","","","1","1","","","","","","","","","","","","","2"
"201602","12538","청구로","13","","2","","","3","","","","","","","","","","","","","",""
"201602","13228","동작대로","1","","","","","","","","","","","","","","","","","","","1"
"201602","12049","진관3로","5","","2","","","2","","","","","","","","","","","","","",""
"201602","12718","아차산로11길","1","","1","","","","","","","","","","","","","","","","",""
"201602","13028","봉은사로_B","12","","","","","2","","","","","","","1","","","","","","","3"
"201602","13197","거마로_B","19","","2","","1","2","","","","","","","","","","","","","",""
"201602","12742","월정로_A","12","","","","","2","1","","","","","","","","","","","","","2"
"201602","12338","영천시장길","6","","","","","2","","","","","","","","","","","","","","2"
"201602","13202","오류로8길_B","12","","1","","","2","","","","","","","","1","","","","","","4"
"201602","12857","성안로3길","8","1","1","","1","3","","","","","","","","1","","","","","","1"
"201602","12912","국제금융로","8","","1","","","2","1","","","","","","","","","","","","",""
"201602","12551","강서로_D","21","","1","","","2","","","","","","","","","","","","","1","2"
"201602","13460","범안로_A","5","","","","","","","","","","","","","","","","","","",""
"201602","12490","양천로_F","19","","","","","2","","","","","","","","","1","","","","",""
"201602","13040","올림픽로_N","24","","3","","","4","","","","","","","","","","","","","",""
"201602","13580","왕산로_B","3","","","","","","","","","","","","","","","","","","",""
"201602","12093","서오릉로_A","13","","1","","","1","","","","","","","","1","","","","","1","3"
"201602","13389","신원로3길","5","","","","","2","","","","","","","","","","","","","",""
"201602","12005","도봉로113길","3","","","","","2","","","","","","","","","","","","","",""
"201602","12034","도봉로67길_B","3","","","","","1","","","","","","","","","","","","","",""
"201602","12532","공항대로_E","10","","","","1","1","","","","","","","","","","","","","",""
"201602","12158","진흥로_B","13","","","","","3","","","","","","","","","","","","","",""
"201602","13410","남부순환로_O","11","2","","","","2","","","","","","","","","","","","","",""
"201602","13413","조원로16길","12","1","","","1","2","","","","","","","","","","","","","","4"
"201602","12091","공릉로2길","14","1","","","1","3","","","","","","","1","","","","","","","1"
"201602","12070","통일로87길","16","","","","","2","","","","","","","","","","","","","","6"
"201602","13616","삼선교로10길","11","","","","","1","","","","","","","","","","","","","","6"
"201602","13643","위례성대로18길","22","1","1","","","3","","","","","","","","","","","","","","2"
"201602","13128","송이로_A","5","","","","1","1","1","","","","","","","","","","","","","2"
"201602","11950","동일로_B","19","","","","","3","","","","","","","","","","","","","1","3"
"201602","12645","강서로45길_A","2","","","","","","","","","","","","","","","","","","","1"
"201602","13651","도봉로152가길","7","1","","","","","","","","","","","","","","","1","","1","4"
"201602","13087","상도로_F","10","","","","","1","","","","","","","","","","","","","1","5"
"201602","12894","올림픽로_K","41","","3","","","10","1","","","","","","1","","","","","","",""
"201602","12126","화랑로_B","18","","","","1","2","","","","","","","","","","","","","",""
"201602","13135","경인로_B","4","","","","1","1","","","","","","","","","","","","","",""
"201602","13493","금하로_A","10","1","","","","2","","","","","","","","","","","","","","5"
"201602","12648","공항대로_I","8","","","","","2","","","","","","","","","","","","","",""
"201602","12826","성안로_A","7","","","","","3","","","","","","","","","","","","","","1"
"201602","13470","동산로_A","15","","","","","2","","","","","","","1","","","","","","","3"
"201602","13388","관악로_C","29","","","","","3","","","","","","","","","","","","","",""
"201602","13328","개봉로3길_A","2","","","","","","","","","","","","","","","","","","","2"
"201602","12316","면목로_J","13","","1","","","2","","","","","","","","","","","","","",""
"201602","12315","보문로_E","10","","","","","3","","","","","","","","","","","","","",""
"201602","12878","당산로37길","12","","1","","","2","1","","","","","","","","","","","","","3"
"201602","12286","창덕궁1길","3","","","","","","","","","","","","","","2","","","","","1"
"201602","12575","와우산로_B","3","","","","","","","","","","","","","","1","","","","",""
"201602","12415","퇴계로_C","6","","","","","1","","","","","","","","","","","","","",""
"201602","12124","석계로9길","8","","","","","1","","","","","","","","","","","","","","3"
"201602","12754","양평로_E","14","","1","","","2","","","","","","","","","","","","","",""
"201602","12780","곰달래로_C","4","","","","","2","","","","","","","","","","","","","",""
"201602","13375","조원로2길","1","","","","","","","","","","","","","","","","","","","1"
"201602","13092","신반포로_A","28","","1","","","2","","","","","","","","","","","","","",""
"201602","12404","아리수로93길","27","3","2","","","4","","","","","","","","","","","","","","6"
"201602","13631","도봉로_T","11","","","","","2","1","1","","","","","1","","","","","","",""
"201602","12984","학동로_B","21","","","","","4","1","","","","","","1","","","","","","",""
"201602","12046","섬밭로","6","","1","","","","","","","","","","","2","","","","","",""
"201602","13464","범안로_B","4","","","","","","","","","","","","","","","","","","",""
"201602","13432","동작대로7길","6","1","","","","","","","","","","","","","","","","","","1"
"201602","12117","화랑로_A","7","","1","","","1","","","","","","","","","","","","","",""
"201602","12976","위례성대로","9","","1","","","","1","","","","","","","1","","","","","",""
"201602","13033","올림픽로_M","12","","3","","","3","","","","","","","","","","","","","",""
"201602","13645","장한로_D","3","","1","","","","","","","","","","","","","","","","","2"
"201602","12766","강서로18길","13","","","","","3","","","","","","","","","","","","","","3"
"201602","13423","난곡로_G","18","","1","","","6","","","","","","","","","","","","","","2"
"201602","12463","영화사로_A","12","","","","","3","","","","","","","","","","","","","","6"
"201602","12165","용마산로115길_A","4","","","","","","","","","","","","","","1","","","","","2"
"201602","12033","도봉로_L","7","","","","","1","","","","","","","","","","","","","",""
"201602","12604","화곡로_C","7","1","","","","","","","","","","","","1","","","","","","2"
"201602","12652","창전로","7","","","","","","","","","","","","1","","","","","","",""
"201602","13184","송이로17길","2","","","","","","","","","","","","","","","","","","","2"
"201602","12081","솔매로","2","","","","","1","","","","","","","","","","","","","","1"
"201602","13530","새창로_B","4","","","","","","","","","","","","","","","","","","",""
"201602","12275","봉우재로43길","3","","","","","","1","","","","","","","","","","","","",""
"201602","12727","구천면로_D","17","","","","","4","1","","","","","","","","","","","","","3"
"201602","12835","올림픽로47길","12","","2","","","2","","","","","","","","","","","","","",""
"201602","13367","방배천로6길","2","","","","","","","","","","","","","","","","","","",""
"201602","13175","중앙로6길","8","","1","1","","2","","1","","","","","","","","","","","","3"
"201602","11961","해등로_A","14","","","","","3","","","","","","","","","","","","","",""
"201602","13382","논현로26길","14","1","","","","","","","","","","","1","","","","","","","11"
"201602","13473","독산로_C","6","1","","","","1","","","","","","","","","","","","","","2"
"201602","13541","긴고랑로11길","1","","","","","","","","","","","","1","","","","","","",""
"201602","13255","양재대로55길","17","","1","","","2","","","","","","","1","","","","","","","5"
"201602","13639","백제고분로_L","15","","","","1","5","","","","","","","","","","","","","","1"
"201602","13013","오금로31길_A","6","","1","","","","1","","","","","","1","","","","","","",""
"201602","12426","고산자로_B","5","","1","","","1","","","","","","","","","1","","","","",""
"201602","12564","올림픽로_D","10","","1","","","1","","","","","","","","","","","","","","1"
"201602","12025","노해로63길","9","","","","","1","","","","","","","","","","","","","",""
"201602","13131","도곡로_B","8","","","1","","2","","","","","","","","","","","","","",""
"201602","13383","논현로_D","9","","1","","","","","","","","","","","","","","","","","5"
"201602","12486","강서로_B","6","","","","","","","","","","","","","","","","","","",""
"201602","12615","광나루로_B","20","1","1","","","5","2","","","","","","1","","","","","","","4"
"201602","12491","공항대로_D","6","","","","","2","","","","","","","","","","","","","","2"
"201602","12813","양재대로_E","2","","","","","","","","","","","","","","","","","","","1"
"201602","12713","화곡로_G","6","","","","","","","","","","","","","","","","","","",""
"201602","12482","우장산로","3","","","","","","","","","","","","1","","","","","","",""
"201602","13134","상도로_K","6","","","","","1","","","","","","","","","","","","","",""
"201602","12368","월드컵북로44길_B","6","1","","","","","","","","","","","","","","","","","","4"
"201602","12957","신목로2길","14","","","","","2","","","","","","","","","","","","","","3"
"201602","12675","양화로_B","8","1","","","","1","","","","","","","","","1","","","","","4"
"201602","13068","역삼로_B","5","","","","","","","","","","","","","","","","","","",""
"201602","12688","양평로_A","14","","","","","2","","","","","","","","1","","","","","","6"
"201602","12029","도봉로71길","4","","","","","1","1","","","","","","","","","","","","",""
"201602","12146","신내로14길","14","","","","","3","","","","","","","1","","","","","","","1"
"201602","12681","강서로_G","4","","","","","","","","","","","","","","","","","","","3"
"201602","12864","성안로_D","4","","","","","1","","","","","","","","","","","","","","2"
"201602","13180","삼학사로_B","4","","","","","1","","","","","","","","","","","","","",""
"201602","12064","솔샘로_A","8","","","","","3","","","","","","","","","","","","","",""
"201602","13614","백제고분로39길","1","","","","","1","","","","","","","","","","","","","",""
"201602","12136","동소문로_A","5","","2","","","","","","","","","","","","","","","","",""
"201602","12047","노해로11길","3","","1","","","1","","","","","","","","","","","","","",""
"201602","12799","양재대로116길","5","","","","","1","1","","","","","","","","","","","","",""
"201602","12343","창신길","2","","","","","","","","","","","","","","","","","","",""
"201602","13303","남부순환로333길","2","","","","","1","","","","","","","","","","","","","",""
"201602","12897","신목로_A","9","","1","","","2","","","","","","","","","","","","","",""
"201602","12840","양산로_A","2","1","","","","","1","","","","","","","","","","","","",""
"201602","12052","한천로_B","2","","","","","1","","","","","","","","","","","","","",""
"201602","12919","학동로_A","3","1","","","","1","","","","","","","","","","","","","",""
"201602","13207","개봉로20길","21","1","1","","","","1","","","","","","","","","","","","","11"
"201602","12055","덕릉로_D","25","","","","","5","","","","","","","","","","","","","",""
"201602","13408","구로동로_G","11","","","","","2","","","","","","","","","","","","","",""
"201602","12972","노량진로","26","1","2","","","3","","","","","","","","1","","","","","","15"
"201602","13611","방배로_F","15","1","2","","","1","","","","","","","","","","","","","","5"
"201602","13176","공원로","24","4","1","","","2","","","","","","","","","","","","","","13"
"201602","12548","까치산로_A","2","","","","","","","","","","","","","","","","","","","2"
"201602","13251","대림로_E","16","1","","","","3","","","","","","","","","","","","","","7"
"201602","12496","상일로_A","7","","","","","","","","","","","","","","","","","","","7"
"201602","13411","반포대로_D","12","1","2","","","","","","","","","","","1","","","","","","8"
"201602","12265","망우로_I","16","","","","","3","","","","","","","","","","","","","",""
"201602","12489","능동로_D","10","","","","","","","","","","","","","","","","","","",""
"201602","12572","양화로_A","6","","","","","1","","","","","","","","","","","","","1","2"
"201602","12461","천호대로_E","7","","2","","","1","","","","","","","","","","","","","","2"
"201602","12341","장한로_A","13","","1","","","3","","","","","","","","","","","","","","2"
"201602","13011","흑석로_B","4","","","","","","","","","","","","","","","","","","",""
"201602","12829","보광로_A","9","","","","","1","","","","","","","","","","","","","",""
"201602","12109","숙선옹주로","5","","","","","","","","","","","","","","","","","","",""
"201602","11994","도봉로_D","13","","2","","1","2","","","","","","","","","","","","","","1"
"201602","12202","은평로_E","16","","","","","3","","","","","","","","","","","","","",""
"201602","13140","대림로_B","3","","","","","1","","","","","","","","","","","","","","2"
"201602","12734","한림말3길","6","","1","","","","","","","","","","","","","","","","1","4"
"201602","12085","도봉로_Q","24","","1","","","5","","","","","","","2","","","","","","2","7"
"201602","13074","상도로_D","9","","","","","1","","","","","","","","","","","","","","6"
"201602","13014","경인로59길","15","","1","","","2","","","","","","","","","","","","","","6"
"201602","13558","보문로_F","9","","1","","","1","1","","","","","","","","","","","","",""
"201602","12899","영등포로18길","3","","1","","","","","","","","","","","","","","","","","2"
"201602","12217","면목로_B","19","","1","","","3","","","","","","","","","","","","","",""
"201602","12348","하정로","4","","","","","1","","","","","","","","","","","","","",""
"201602","13641","가락로_F","16","","","","","2","1","1","","","","","","","","","","","","4"
"201602","12904","삼성로_A","6","1","","","","","","","","","","","","1","","","","","","2"
"201602","13278","구로동로_D","22","2","","","1","7","","","","","","","","","","","","","","6"
"201602","13545","성수일로","7","","1","","","","","","","","","","","","","","","","1","4"
"201602","13458","시흥대로_G","4","","","","","1","","","","","","","","","1","","","","",""
"201602","12628","원효로_A","15","2","1","","","1","","","","","","","1","","","","","","","8"
"201602","12065","연서로_A","11","","","","","2","","","","","","","","","","","","","",""
"201602","13343","개포로82길","24","","3","","","4","","","","","","","","","","","","","1","4"
"201602","13194","도곡로_C","13","","1","","","1","","","","","","","","1","","","","","","3"
"201602","12069","솔샘로_B","29","","1","","","5","","","","","","","","","","","","","",""
"201602","12851","성내로_A","9","","2","","","1","","","","","","","1","","","","","","",""
"201602","13234","가마산로_B","16","","1","","","1","","","","","","","","1","","","","","",""
"201602","12021","동일로_K","20","","2","","","2","","","","","","","","","","","","","",""
"201602","12182","망우로_D","8","","1","","","","","","","","","","","","","","","","",""
"201602","12985","선릉로_A","7","","2","","","","","","","","","","","","","","","","",""
"201602","11947","당산로44길","11","","","","","2","","","","","","","1","","","","","","","1"
"201602","12467","능동로_C","12","","1","","","2","","","","","","","","","","","","","",""
"201602","13407","사당로_E","19","2","","","","1","","","","","","","","","","","","","","11"
"201602","13394","남부순환로_L","10","","","","","1","","","","","","","","","","","","","",""
"201602","12452","양천로_E","9","","","","","1","","","","","","","","","","","","","",""
"201602","12050","노해로17길","6","","","","","1","","","","","","","","","","","","","","5"
"201602","12394","공항대로_A","15","","1","","","1","","","","","","","","","","","","","",""
"201602","13626","구로중앙로_B","10","","2","","","1","","","","","","","","","","","","","","5"
"201602","13491","시흥대로_J","15","1","2","","","1","","","","","","","","","","","","","","7"
"201602","12701","올림픽로_H","2","","1","","","","","","","","","","","","","","","","",""
"201602","12611","아차산로7길_A","8","","","","","3","","","","","","","","","","","","","","1"
"201602","13061","여의대방로_A","12","","","","","3","","","","","","","","","","","","","","5"
"201602","13290","구로동로28길_A","5","1","","","","1","","","","","","","","","","","","","","3"
"201602","13443","독산로_B","3","","","","","1","","","","","","","","","","","","","",""
"201602","13005","서달로","11","","2","","","1","","","","","","","1","","","","","","",""
"201602","13499","금하로25길","15","","","","","4","","","","","","","","","","","","","","4"
"201602","13308","행운1길","21","","","1","","3","1","","","","","","","","","","","","","5"
"201602","12352","답십리로_B","9","","","","","2","","","","","","","","","","","","","",""
"201602","11983","도봉로156길","8","","","","","1","","","","","","","","","","","","","","6"
"201602","12931","신월로_D","11","","","","","2","","","","","","","","","","","","","",""
"201602","13049","백제고분로_D","9","","","","","1","","","","","","","1","","","","","","","4"
"201602","13275","시흥대로_C","10","","","","","4","","","","","","","","","","","","","","2"
"201602","12453","연희로_C","14","","2","","","1","","","","","","","","","","","","","",""
"201602","12314","삼청로","11","","1","","","","","","","","","","","7","","","","","","3"
"201602","13416","난곡로_E","19","","1","","","3","","","","","","","","","","","","","",""
"201602","12001","도봉로_E","11","","1","","","2","","","","","","","","","","","","","",""
"201602","12654","독막로_A","18","","","","","3","","","","","1","","","","","","","","",""
"201602","12477","망원로","16","1","","","","2","","","","","","","","","","","","","","3"
"201602","13521","봉화산로_B","8","","","","","2","","","","","","","","","","","","","",""
"201602","12898","이촌로_A","10","","1","","","1","","","","","","","","","","","","","",""
"201602","12870","성내로_B","5","1","","","","1","","","","","","","","","","","","","","1"
"201602","13023","백제고분로_C","3","","","","","","","","","","","","","1","","","","","","1"
"201602","12910","강동대로","2","","","","","","","","","","","","","1","","","","","",""
"201602","13148","오금로36길_A","2","","","","","","","","","","","","","","","","","","","1"
"201602","13204","중대로12길","5","","","","2","1","","","","","","","","","","","","","","2"
"201602","12066","갈현로_B","8","1","","","","2","","","","","","","","","","","","","","2"
"201602","12469","공항대로_B","4","","","1","","2","","","","","","","","","","","","","",""
"201602","12954","언주로_A","8","","","","","1","","","","","","","","2","","","","","",""
"201602","13085","석촌호수로_D","9","","1","","","1","","","","","","","1","","","","","","",""
"201602","12554","상암로_A","4","","","","","1","1","","","","","","","","","","","","",""
"201602","13595","올림픽로_O","9","","1","","","1","","","","","","","","1","","","","","",""
"201602","12936","목동동로12길_B","9","1","1","","","1","","","","","","","","","","","","","","2"
"201602","12837","압구정로","5","","1","","","","","","","","","1","","1","","","","","",""
"201602","12430","천호대로_D","31","","3","","","4","","","","","","","","","","","","","",""
"201602","13597","망우로_J","13","","1","","","4","","","","","","","","","","","","","","1"
"201602","13403","남부순환로161가길","14","2","1","","","4","","","","","","","","","","","","","",""
"201602","12817","뚝섬로23길","5","1","","","","","1","","","","","","","","","","","","","1"
"201602","12438","방화동로_D","19","","1","","1","3","1","","","","","","","","","","","","",""
"201602","13578","아차산로_H","15","","2","","","3","","","","","","","","","","","","","","1"
"201602","12663","마포대로12길","4","","","","","1","","","","","","","","","","","","","",""
"201602","13276","당곡길","2","","","","","","","","","","","","","","","","","","",""
"201602","12533","공항대로_F","14","","2","","","1","","","","","","","","","","","","","",""
"201602","12825","남부순환로40길","10","1","","","","2","","","","","","","","","","","","","","1"
"201602","12700","","6","","2","","","1","","","","","","","","","","","","","","2"
"201602","12272","봉우재로33길_A","7","","1","","","","","","","","","","","","","","","","","4"
"201602","13045","백제고분로33길","7","","","","1","2","","","","","","","","","","","","","","3"
"201602","12171","이문로30길_B","4","","","","","1","","","","","","","","","","","","","","2"
"201602","12855","오목로_D","3","","","","","","","","","","","","","","","","","","",""
"201602","13269","동작대로29나길","4","","","","","1","","","","","","","","","","","","","",""
"201602","12576","강서로_E","17","","1","","1","3","","","","","","","","","","","","","","5"
"201602","13123","여의대방로_C","11","","","","","2","","","","","","","","","","","","","","6"
"201602","11959","한글비석로_A","16","","1","","","2","","","","","","","1","","","","","","",""
"201602","12722","구천면로_C","5","","","","","1","","","","","","","","","","","","","",""
"201602","12591","양천로_K","4","","","","","","","","","","","","","","","","","","","2"
"201602","13325","서초대로","7","","","","","2","","","","","","","","","","","","","",""
"201602","13119","상도로_J","8","","1","","","2","","","","","","","","","","","","","","1"
"201602","12587","포은로_B","8","","","","","2","","","","","","","","","","","","","",""
"201602","13172","신반포로_D","6","","1","","","","","","","","","","","","","","","","",""
"201602","12401","퇴계로86길","5","","1","","","1","","","","","","","","","","","","","",""
"201602","12839","목동로_A","34","","3","1","","7","","","","","","","","","","","","","",""
"201602","13364","남부순환로_G","6","","","","","1","","","","","","","","","","","","","",""
"201602","12553","올림픽로_C","8","","","","","","","","","","","","","","","","","","",""
"201602","12443","연희맛로_B","10","","1","","","1","","","","","","","1","","","","","","","6"
"201602","12923","오목로_E","7","","","","","1","","","","","","","","","","","","","",""
"201602","12699","아차산로_D","7","","1","","","1","","","","","","","1","","","","","","",""
"201602","12421","동교로","2","","","","","1","","","","","","","","","","","","","",""
"201602","13266","시흥대로_A","9","","1","","","2","","","","","","","","","","","","","",""
"201602","12842","오목로_B","12","","2","","","1","","","","","","","","","","","","","","2"
"201602","12983","삼성로_C","10","","1","","1","1","","","","","","","","","","","","","",""
"201602","13507","길음로_B","14","","1","","","2","1","","","","","","","","","","","","","3"
"201602","12616","백범로_B","6","","","","","","","","","","","","","","","","","","","5"
"201602","13291","오류로8길_C","11","","","","","2","1","","","","","","","","","","","","","5"
"201602","12692","구의로","1","","","","","","","","","","","","","","","","","","",""
"201602","12387","다산로_B","12","2","","","","3","","","","","","","","","","","","","",""
"201602","12644","아차산로_B","6","","1","","","1","","","","","","","","","","","","","",""
"201602","13034","목동남로4길_A","4","","","","","1","","","","","","","","","","","","","","2"
"201602","12274","휘경로_B","3","","","","","","","","","","","","","","","","","","",""
"201602","13302","조원로_A","4","","","","","1","","","","","","","","","","","","","",""
"201602","12100","불광로_A","3","","","","","1","","","","","","","","","","","","","",""
"201602","12974","오금로11길","9","","","","","","","","","","","","","","3","","","","","2"
"201602","12333","무학로_A","3","","1","","","","","","","","","","","","","","","","",""
"201602","13106","석촌호수로_G","15","","","","","3","","","","","","","","","","","","","",""
"201602","12162","통일로_D","5","","","","","1","","","","","","","","","","","","","",""
"201602","13366","남부순환로_H","2","","1","","","","","","","","","","","","","","","","",""
"201602","12997","목동동로_B","24","","2","","","4","","","","","","","1","","","","","","",""
"201602","13104","마천로_A","2","1","","","","","","","","","","","","","","","","","",""
"201602","12929","영중로24길","3","1","","","","1","","","","","","","","","","","","","",""
"201602","13078","오금로31길_B","8","","","","","3","","","","","","","","","","","","","",""
"201602","13094","백제고분로18길","3","","1","","","1","","","","","","","","","","","","","",""
"201602","13243","대림로27가길","3","","","","","1","","","","","","","","","","","","","",""
"201602","13525","사당로16길_B","5","","","","","1","","","","","","","","","","","","","",""
"201602","11995","도당로13길_B","4","","","","","2","","","","","","","","","","","","","",""
"201602","12925","영등포로25길","4","","","","","1","1","","","","","","","1","","","","","",""
"201602","13339","동남로4길_B","2","1","","","","","","","","","","","","1","","","","","",""
"201602","13604","도곡로77길","2","1","","","","","","","","","","","","","","","","","",""
"201602","12933","버드나루로7길","6","","2","","","3","","","","","","","","","1","","","","",""
"201602","12188","은평로_C","2","","","","","","1","","","","","","","","","","","","",""
"201602","13516","등촌로_G","4","","","","","","1","","","","","","","","1","","","","",""
"201602","12257","망우로30길","2","","","","","1","","","","","","","","","","","","","",""
"201602","12993","올림픽로35길_B","1","","","","","","","","","","","","","","","","","","",""
"201602","11957","도봉로181길_A","1","","","","","1","","","","","","","","","","","","","",""
"201602","13533","종암로22길","2","","","","","1","","","","","","","","","","","","","",""
"201602","12437","마장로9길","2","","","","","1","","","","","","","","","","","","","",""
"201602","12732","연무장길","1","","","","","1","","","","","","","","","","","","","",""
"201602","12900","이촌로75길","8","1","","","","1","","","","","","","","","","","","","","2"
"201602","12337","통일로_J","27","","1","","","3","","","","","","","","","","","","","",""
"201602","12449","방화동로_G","14","1","1","","","1","","","","","","","","","","","","","1","5"
"201602","13622","서초중앙로22길","6","","1","","","","","","","","","","","","","","","","","3"
"201602","13415","난우길","7","","","","","2","","","","","","","","","","","","","","4"
"201602","13069","고척로_B","9","","","","","1","","","","","","","","","","","","","","4"
"201602","12304","응암로_D","4","","","","","1","","","","","","","","","","","","","",""
"201602","12290","북촌로5가길","20","1","","","","","","","","","","","","14","","","","","","3"
"201602","12150","서오릉로_F","6","","","","","","","","","","","","","","","","","","",""
"201602","12244","응암로14길","4","","","","","1","","","","","","","","","","","","","",""
"201602","12913","중앙로_C","5","","","","","","","","","","","","","","","","","","",""
"201602","12411","월드컵로_A","5","","","","","1","","","","","","","","","","","","","",""
"201602","12434","난계로17길","8","","2","","","2","","","","","","","","1","","","","","",""
"201602","12928","월정로_D","7","","","","","2","","","","","","","","","","","","","",""
"201602","11998","도봉로109길","1","","","","","","","","","","","","","","","","","","","1"
"201602","13281","구로동로26길_A","18","1","","","","4","","","","","","","","","","","","","","2"
"201602","12271","동소문로_I","2","","","","","","","","","","","","","","","","","","","2"
"201602","12542","양천로_H","9","","","","","1","","","","","","","","","","","","","",""
"201602","12092","한천로78길","8","","1","","","2","","","","","","","","","","","","","",""
"201602","12308","고산자로_A","5","","","","","3","","","","","","","","","","","","","",""
"201602","12088","도봉로_R","5","","","","","1","","","","","","","","","","","","","",""
"201602","12087","공릉로_C","3","","","","","","","","","","","","","","","","","","",""
"201602","12812","새창로14길","8","","","","","1","","","","","","","","","","","","","","5"
"201602","13451","시흥대로151길","7","","","","","2","","","","","","","","","","","","","","5"
"201602","12139","오패산로","20","","","","","3","","","","","","","","","","","","","","8"
"201602","12397","방화동로_C","5","1","","","","","1","","","","","","","","","","","","","2"
"201602","12474","공항대로45길","12","","1","","","2","","","","","","","","","","","","","","8"
"201602","12197","중랑역로_G","9","","","","","","","","","","","","","","","","","","",""
"201602","12024","노해로85길","2","","","","","","","","","","","","","","","","","","","1"
"201602","13227","구일로10길","17","","1","","","2","","","1","1","","","","","","","","","","8"
"201602","13282","중대로","11","","2","","","1","","","","","","","","","","","","","",""
"201602","12619","화곡로_D","16","","","","","1","","","","","","","","","","","","","",""
"201602","13309","남부순환로_C","4","","","","","1","","","","","","","","","","","","","","2"
"201602","12135","봉화산로56길","5","","1","","","","","","","","","","","","","","","","","3"
"201602","12231","응암로_A","11","","","","","1","","","","","","","","","","","","","","2"
"201602","13265","대림로_F","8","1","","","","1","","","","","","","","","","","","","","5"
"201602","12014","도봉로_H","20","","1","","","4","","","","","","","","","","","","","1","4"
"201602","12123","솔샘로64길","8","","1","","","","","","","","","","","","","","","","","6"
"201602","13496","금하로_B","13","","1","","","1","","","","","","","1","","","","","","",""
"201602","12170","이문로30길_A","9","","1","","","4","","","","","","","","","","","","","",""
"201602","12374","한천로_C","15","1","1","","","3","","","","","","","","","","","","","","4"
"201602","12625","상원길","13","","2","","","1","","","","","","","1","","","","","","","2"
"201602","12902","중앙로32길_B","9","","1","","","1","","","","","","","","","","","","","","2"
"201602","12854","올림픽로45길","19","2","1","","","8","1","","","","","","","","","","","","","3"
"201602","13032","올림픽로_L","37","","5","","","8","","","","","","","","","","","","","",""
"201602","12868","압구정로29길_A","7","","1","","","2","","","","","","","","","","","","","",""
"201602","12726","양재대로_D","7","","1","","","3","","","","","","","","1","","","","","",""
"201602","12943","신월로_E","11","","1","","","","","","","","","","","","","","","","","5"
"201602","11956","동일로242가길","7","","","","","","","","","","","","","1","","","","1","","4"
"201602","12649","독서당로_B","27","","2","","","2","","","","","","","","","","","","","","10"
"201602","12666","독막로_B","4","","","","","1","","","","","","","","","","","","","",""
"201602","13139","여의대방로24길","13","","","","","2","1","","","","","","","","","","","","1","3"
"201602","13629","중앙로_F","18","","","","","5","","","","","","","1","","","","","","1","4"
"201602","12964","영중로_C","1","","","","","","","","","","","","","","","","","","","1"
"201602","12640","올림픽로98길","5","","","","","1","","","","","","","","","","","","","","2"
"201602","13562","고산자로34길","8","","","","","1","","","","","","","","","","","","","","2"
"201602","12293","면목로_F","4","","1","","","1","","","","","","","","","","","","","",""
"201602","12774","천호대로170길_B","13","","1","","1","3","","","","","","","","","","","","","1","1"
"201602","13114","송파대로","25","","2","","1","3","","","","","","","","","","","","","",""
"201602","13307","사당로_B","19","","1","","","1","","","","","","","1","","","","","","1","4"
"201602","12076","동일로_N","18","","1","","","3","","","","","","","","","","","","","1","6"
"201602","13380","시흥대로_E","3","","","","","1","","","","","","","","","","","","","",""
"201602","13503","시흥대로_M","11","","","","","4","","","","","","","","","","","","","","4"
"201602","12961","중앙로_D","10","","","","","2","","","","","","","","","","","","","",""
"201602","12378","면목로39길","6","","","","","1","","","","","","","1","","","","","","",""
"201602","13557","면목로48길","1","","","","","1","","","","","","","","","","","","","",""
"201602","12237","응암로4길","18","","","","1","4","1","","","","","","","1","","","","","","2"
"201602","13273","동광로_A","18","","2","","","2","","","","","","","","","","","","","","6"
"201602","13126","가락로12길","4","","","","","1","","","","","","","","","","","","","",""
"201602","12544","왕십리로21길","2","","","","","1","","","","","","","","","","","","","",""
"201602","12798","성덕정길_B","8","1","","","","1","1","","","","","","","","","","","","","4"
"201602","12811","성덕정길_D","18","","","","","4","1","","","","","","","","","","","","","4"
"201602","12436","청계천로12가길","12","","1","","","","","","","","","","","","","","","","","6"
"201602","13400","남부순환로_N","18","","2","","","2","","","","","","","","","","","","","",""
"201602","13569","서오릉로_H","16","","1","","","1","","","","","","","","","","","","","",""
"201602","12354","양천로_B","20","","1","","1","1","","","","","","","","","","","","","","6"
"201602","13593","응암로_F","12","","1","","","4","","","","","","","","","","","","","",""
"201602","13075","상도로_E","12","","","","","","","","","","","","","","","","","","",""
"201602","12211","증산로15길","9","","","","","2","","","","","","","","","","","","","","3"
"201602","13293","도림로_E","14","","1","","","2","","","","","","","","","","","","","",""
