"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201504","11964","상계로23다길","1","","","","","","","","","","","","","","","","","","",""
"201504","11965","상계로1길","4","","","","","1","","","","","","","","","","","","","",""
"201504","11966","해등로_B","12","","","","","3","","","","","","","","","","","","","","4"
"201504","11969","한글비석로20길_B","2","","","","","","","","","","","","","","","","","","","2"
"201504","11970","상계로27길","11","","","","","2","","","","","","","","","","","","","","3"
"201504","11971","덕릉로83길","3","","","","","","","","","","","","","","","","","","",""
"201504","11974","노원로34길","21","","","","","4","1","","","","","","","","","","","","","11"
"201504","13557","면목로48길","2","","","","","1","","","","","","","","","","","","","",""
"201504","13562","고산자로34길","6","","","","","1","","","","","","","","","","","","","","2"
"201504","13563","한글비석로52길","5","","","","","","","","","","","","","","","","","","","2"
"201504","13567","녹사평대로54길","8","","","","","1","","","","","","","","","","","","","","3"
"201504","13568","천중로","3","","","","","","","","","","","","","","1","","","","","2"
"201504","13572","논현로18길","6","","1","","","","","","","","","","","","","","","","","3"
"201504","13573","송이로_C","12","","","","","2","","","","","","","","","","","","","","1"
"201504","13578","아차산로_H","13","","2","","","3","","","","","","","","","","","","","","1"
"201504","13587","논현로_E","7","","","","","1","","","","","","","","","","","","","","2"
"201504","13588","신월로_G","17","","1","","1","2","","","","","","","","","","","","","","3"
"201504","13589","백제고분로_K","2","","","","","1","","","","","","","","","","","","","",""
"201504","13591","새말로_B","8","","","","","2","","","","","","","1","","","","","","","3"
"201504","13594","강서로_M","16","","","","","2","","","","","","","","","","","","","","7"
"201504","13596","백제고분로45길","1","","","","","","","","","","","","","","","","","","","1"
"201504","13597","망우로_J","14","","1","","","4","","","","","","","","","","","","","","1"
"201504","13598","역삼로_F","5","","1","","","1","","","","","","","","","","","","","","1"
"201504","13601","통일로_M","24","","2","","1","2","","","","","","","","","","","","","","8"
"201504","13602","언주로97길","1","","","","","","","","","","","","","","1","","","","",""
"201504","13604","도곡로77길","1","1","","","","","","","","","","","","","","","","","",""
"201504","13606","통일로_N","8","","","","","","","","","","","","","1","1","","","","","2"
"201504","13608","양재천로19길","1","1","","","","","","","","","","","","","","","","","",""
"201504","13609","돌곶이로","8","","","","","1","1","","","","","","","","","","","","","1"
"201504","13610","다산로_G","14","","1","","","2","1","","","","","","","","","","","","","2"
"201504","13611","방배로_F","13","","2","","","1","","","","","","","","","","","","","","5"
"201504","13614","백제고분로39길","2","","","","","1","","","","","","","","","","","","","",""
"201504","13615","응암로13길_B","7","","1","","","1","","","","","","","","","","","","","","1"
"201504","13616","삼선교로10길","11","","","","","1","","","","","","","","","","","","","","6"
"201504","13617","능동로13길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13619","방학로_B","6","","","","1","1","","","","","","","","","","","","","","2"
"201504","13620","동일로22길","9","","1","","","","1","","","","","","","","","","","","","4"
"201504","13622","서초중앙로22길","6","","1","","","","","","","","","","","","","","","","","3"
"201504","13624","곰달래로13길_C","1","","","","","","","","","","","","","","","","","","",""
"201504","12203","망우로_F","10","","","","","2","","","","","","","","","","","","","","2"
"201504","12204","은평로11길","18","","1","","1","1","","","","","","","","","","","","","","7"
"201504","12206","홍은중앙로","5","","","","","1","","","","","","","","","","","","","",""
"201504","12207","삼선교로_A","2","","","","","","","","","","","","","","","","","","","2"
"201504","12208","동소문로_C","10","","","","","1","","","","","","","","","","","","","","3"
"201504","12211","증산로15길","10","","","","","2","1","","","","","","","","","","","","","3"
"201504","12215","통일로_E","53","","2","","","5","","","","","","","1","","","","","","","14"
"201504","12218","동소문로_D","17","","1","","","3","","","","","","","","","","","","","1","2"
"201504","12222","보문로_B","5","","1","","","1","","","","","","","","","","","","","","2"
"201504","12223","보문로_C","4","","","","","","","","","","","","","","","","","","","2"
"201504","12224","봉우재로14길","8","","","","","1","","","","","","","","","","","","","","2"
"201504","12227","상봉로11길","15","","","","","3","","","","","","","","","","","","","","5"
"201504","12228","보문로30길","5","","","","","","","","","","","","","","","","","","","5"
"201504","12229","응암로13길_A","2","","","","","1","","","","","","","","","","","","","",""
"201504","12230","동소문로6길","14","","2","","","3","","","","","","","","","","","","","","4"
"201504","12231","응암로_A","10","","","","","1","","","","","","","","","","","","","","2"
"201504","11979","도당로27길","4","","","","","1","","","","","","","","","","","","","",""
"201504","11982","도당로_A","6","","","","","2","","","","","","","","","","","","","","1"
"201504","11983","도봉로156길","8","","","","","1","","","","","","","","","","","","","","6"
"201504","11984","도봉로145길","10","","","","","1","","","","","","","","","","","","","",""
"201504","11992","도봉로150길","8","","","","1","1","","","","","","","","","","","1","","","1"
"201504","11994","도봉로_D","12","","2","","1","2","","","","","","","","","","","","","","1"
"201504","11995","도당로13길_B","3","","","","","2","","","","","","","","","","","","","",""
"201504","11998","도봉로109길","1","","","","","","","","","","","","","","","","","","","1"
"201504","12001","도봉로_E","11","","1","","","2","","","","","","","","","","","","","",""
"201504","12005","도봉로113길","3","","","","","2","","","","","","","","","","","","","",""
"201504","12017","노해로65길","14","","1","","","2","","","","","","","","","","","","","","2"
"201504","12025","노해로63길","9","","1","","","1","","","","","","","","","","","","","",""
"201504","12029","도봉로71길","4","","","","","1","1","","","","","","","","","","","","",""
"201504","12030","도봉로67길_A","8","","","","","3","","","","","","","1","","","","","","",""
"201504","12032","도봉로_K","8","","","","","1","","","","","","","","","","","","","",""
"201504","12033","도봉로_L","8","","","","","1","","","","","","","","","","","","","",""
"201504","12034","도봉로67길_B","3","","","","","1","","","","","","","","","","","","","",""
"201504","12035","도봉로77길","16","","1","","","2","","","","","","","","","1","","","","","7"
"201504","12039","도봉로_M","3","","1","","","","","","","","","","","","","","","","","1"
"201504","12044","도봉로_N","6","","","","","1","","","","","","","","","","","","","","1"
"201504","12047","노해로11길","2","","1","","","1","","","","","","","","","","","","","",""
"201504","12048","도봉로_O","6","","1","","1","1","1","","","","","","","","","","","","","2"
"201504","12050","노해로17길","6","","","","","1","","","","","","","","","","","","","","5"
"201504","12051","동일로203가길","15","","1","","","3","","","","","","","","","","","","","","3"
"201504","12052","한천로_B","2","","","","","1","","","","","","","","","","","","","",""
"201504","12053","덕릉로57길","1","","","","","","","","","","","","","","","","","","",""
"201504","12054","한천로140길","10","","1","","","2","1","","","","","","","1","","","","","",""
"201504","12056","덕릉로_E","12","","1","","","2","1","","","","","","","","","","","","","2"
"201504","12058","석계로_A","7","","","","","1","","","","","","","","","","","","","","3"
"201504","12059","동일로180길","2","","","","","1","","","","","","","","","","","","","",""
"201504","12063","갈현로_A","11","","","","","2","","","","","","","","","","","","","","5"
"201504","12066","갈현로_B","8","","","","","2","","","","","","","","","","","","","","2"
"201504","12067","통일로_A","27","","1","","","4","","","","","","","1","","","","","","","5"
"201504","12070","통일로87길","15","","","","","2","","","","","","","","","","","","","","6"
"201504","12073","동일로_M","12","","","","","1","","","","","","","","","","","","","","3"
"201504","12074","솔샘로67길","11","","2","","","2","","","","","","","1","","","","","","","2"
"201504","12075","공릉로_B","26","","1","","","2","1","","","","","","","","","","","","","15"
"201504","12077","도봉로50길","12","","","","","2","","","","","","","","","","","","","","1"
"201504","12079","도봉로_P","14","","1","","2","2","","","","","","","","","","","","","","2"
"201504","12081","솔매로","2","","","","","1","","","","","","","","","","","","","","1"
"201504","12084","동일로197길","24","","1","","1","5","","","","","","","1","1","","","","","","2"
"201504","12085","도봉로_Q","22","","1","","","5","","","","","","","","","","","","","2","7"
"201504","12086","동일로192길","13","","","","","","1","","","","","","","","","","","","","6"
